verb	label	sentence	start_char	end_char
were	STATIVE	Lucky for Americans it wasn't this attitude that ruled the day when jim crow laws were in place.	82	85
have	STATIVE	We have courts precisely to adjudicate concerns with the fairness and constitutionality of state laws.	3	6
featured	STATIVE	The hypocrisy, misleading notions and disinformation being featured at the wholesalers website supporting H.R.	59	66
do	DYNAMIC	"However, they do the right thing when they invite readers to sign up for emails that will deliver ""the latest developments""."	14	15
spurred	DYNAMIC	In the mean time, please checkout the website that spurred the wholesalers to launch their own:	51	57
showing	DYNAMIC	Get rid of thewe beer and wine distributor associations, ie make them illegal, and you would really be showing a free market work in progress.	103	109
have	DYNAMIC	If I as a resident of Ohio want to purchase a bottle of Californis wine on line and have it shipped to me in Ohio without interference from anyone else.	84	87
enjoyed	DYNAMIC	I enjoyed reading your post.	2	8
related	STATIVE	Thought I would post a link with a cute title related to the post.	46	52
needed	STATIVE	Tom: Thanks for this passionate polemic, a foreceful and sorely needed rebuttal to a bogus bill.	64	69
passed	DYNAMIC	Seems like some old geezers are filling their pockets with some major greenbacks getting this bill passed through.	99	104
like	DYNAMIC	Its a blatant anti-competition bill that will crush the uniqness of the alchohol/wine industry, kinda like Wal Mart moving into a town and crushing the boutique shops.	102	105
have	STATIVE	I will not even waste my time rebutting you point by point because you do not have a clue in many instances what you are talking about.	78	81
has	DYNAMIC	In short the wine has to go from point A to B in some way.	18	20
allow	STATIVE	In most cases where state laws allow shipping you can get a bottle of wine shipped from the winery of your choice.	31	35
like	STATIVE	I like such topics and anything that is connected to this matter.	2	5
found	DYNAMIC	This is my Good luck that I found your post which is according to my search and topic, I think you are a great blogger, thanks for helping me outta my problem..	28	32
see	DYNAMIC	Take a look at the Facebook Fan Pages of some brands and what you see is not a pretty picture.	66	68
look	STATIVE	Oh, the numbers look good, but when you dig a little deeper a different picture emerges.	16	19
filled	STATIVE	Walls filled with off topic conversations at best, vile language and real antipathy for the brand at worst.	6	11
happened	DYNAMIC	But then something not so awesome happened.	34	42
lost	DYNAMIC	TGI Friday's completely lost control of the page and eventually doled out a lot of free burgers.	24	27
ok	DYNAMIC	Now from a short term perspective I'm sure they did ok on the deal.	52	53
came	DYNAMIC	People came in and ate their food.	7	10
decided	DYNAMIC	But they decided to go the Social Media route.	9	15
gone	STATIVE	It's gone.	5	9
went	DYNAMIC	Apparently Woody and his 900,000+ fans went poof .	39	42
used	STATIVE	A TGI Friday's Facebook page does exist, with roughly a third of the fans they used to have.	79	82
had	STATIVE	TGI Friday's pretty much had to spray Agent Orange on their relationship with 600,000 people.	25	27
built	STATIVE	"The ability to target your demo is really terrific, but you're in danger of creating a relationship with fans that ultimately is built on a ""what have you done for me lately"" foundation."	129	133
offer	STATIVE	Then in the case of TGI Friday's or other brands that offer free product or discount coupons, you are essentially buying them again.	54	58
expects	STATIVE	This sets up a pattern where the consumer now expects to be rewarded for being your fan with a tangible item, that is, free stuff.	46	52
wants	STATIVE	The point of Social Media isn't to distribute coupons and a real fan wants to engage with a brand for a whole host of reasons, often free / discounted product is the least of these reasons.	69	73
used	DYNAMIC	I think when used properly they can be terrific.	13	16
engaged	DYNAMIC	As a reward for people who have engaged with the brand in a meaningful way.	32	38
says	DYNAMIC	Kathy Sharpe says: April 18, 2010 at 1:02 pm	13	17
have	STATIVE	Even if you have 3 million+ fans and they are all well behaved citizens what is the real marketing value?	12	15
had	STATIVE	"Sure, Shaquille O'Neal once said, ""I've won at every level but college and pro,"" but Shaq was always a larger than life (literally) character who was outgoing and had a great relationship with fans."	163	165
been	STATIVE	That's one of the reasons Shaq's been a huge hit on Twitter .	33	36
have	STATIVE	Lebron doesn't have that sort of relationship with fans.	15	18
went	STATIVE	An incredibly talented player -- perhaps the best in the game -- who went a very long time without winning a ring.	69	72
put	DYNAMIC	Ask A-Rod how the media can turn on you when you put yourself above your teammates, above the game.	49	51
finds	STATIVE	James now finds himself in the following position: 1.	10	14
seen	STATIVE	Not winning a title will be seen as a massive disappointment 3.	28	31
do	DYNAMIC	Winning a title will result in some saying that he couldn't do it alone 4.	60	61
leaves	DYNAMIC	He's put himself in a position where if he leaves Cleveland, every other city (and Cleveland) will be rooting against him Sounds just like Alex Rodriguez, doesn't it?	43	48
holds	STATIVE	Let's see what the future holds for Lebron.	26	30
were	STATIVE	If I were to fulfill that role for him, I would have told him to go low key with this decision and let it be led by his new team.	5	8
winning	STATIVE	That the only thing that matters is winning a championship.	36	42
begins	DYNAMIC	Update 2: And so it begins...	20	28
says	DYNAMIC	Dan Winkler says: July 9, 2010 at 1:29 am	12	16
present	DYNAMIC	As evidence of how thoroughly corrupt the region is, I present a picture (courtesy of her) of the cabin she'll be staying in free of charge until July: That's the view she'll be writing her dissertation to the next two months.	55	61
written	DYNAMIC	I've written about Urbino before , but because the wife is providing me with such dazzling photographs of the city, I feel compelled to do so again.	5	11
feels	DYNAMIC	This photograph of the dueling signs for the Hotel Raffaello the wife snapped the other day typifies the way the city feels: You can enter the hotel either through the door with the green awning or the second story window of an adjacent building.	118	123
mention	DYNAMIC	* I only mention that because in 2002 I visited the city with the wife and, as you probably guessed, the real point of this post was to indulge in a bit of vicarious vacationing before returning to a stack of ungraded papers that no amount of actual grading seems to have the power to reduce.	9	15
nods	STATIVE	*If it wasn't, even Homer nods?	26	30
working	DYNAMIC	If she is working, she is not on vacation.	10	17
looks	STATIVE	have a happy vacation that place looks fascinating I should get a passport	33	37
like	STATIVE	happy, I don't normally like to contradict you, but in this case I must: I'm not the one on vacation, sadly.	24	27
having	STATIVE	I'm having to live it through my beautiful, vacationing wife.	4	9
wait	STATIVE	I can't wait to get Alzheimer's so I can watch Buffy again like it was the first time.	8	11
have	STATIVE	IMHO, we all have an ethical obligation to offset our carbon footprint -- now.	13	16
calculate	STATIVE	But to calculate it accurately requires churning through a pile of flights.	7	15
estimate	DYNAMIC	I could estimate, no doubt.	8	16
have	STATIVE	What I expected it to be was a simple way to at least know what the total carbon footprint from your flights for some period was (after all, they have all the data), and ideally, a simple way to buy offsets.	146	149
have	DYNAMIC	You have to enter all your trips, but I think it's generally an exciting system if you don't mind the Little Brother surveillance.	4	7
am	STATIVE	I am suspicious of cap & trade.	2	3
worked	DYNAMIC	A cap & trade system worked very well at reducing sulfur dioxide pollution in the US, finance types and all.	21	26
wants	STATIVE	You're right that a carbon tax is definitely simpler, but there are upsides to cap & trade as well (such as the fact that the market will drive the price up, whereas a tax won't increase unless Congress wants it to).	203	207
shows	STATIVE	That just shows you do not fully understand the cap and trade model....or the global financial crisis.	10	14
use	DYNAMIC	(I use it to calculate how many I'll get towards my premier status.)	3	5
see	DYNAMIC	You should see this on a screen before you purchase the ticket, and possibly also after.	11	13
insist	STATIVE	If you don't believe that and still insist on paying someone else to consume less, then please consider paying me.	36	41
keep	DYNAMIC	I keep the thermostat high in the summer and low in the winter.	2	5
removed	DYNAMIC	I removed all the turf from my property and replaced it with vines and perennials.	2	8
required	STATIVE	No motorized equipment is required to maintain my garden which is now over ten thousand square feet of CO2 consuming plants.	26	33
accept	DYNAMIC	I would gladly accept the sum of fifteen thousand dollars from Prof Lessig or anyone else to offset his carbon heavy lifestyle.	15	20
